trigger,offset,target,stop,time_limit,trades,win_rate,total_pnl,avg_pnl,sharpe
期貨日盤收,20,30,30,5,61,59.0,600,10.0,0.53
期貨日盤收,20,30,30,10,61,59.0,860,14.0,0.75
期貨日盤收,20,30,30,15,61,59.0,860,14.0,0.75
期貨日盤收,20,30,30,30,61,59.0,860,14.0,0.75
期貨日盤收,20,30,30,60,61,59.0,860,14.0,0.75
期貨日盤收,20,30,40,5,61,70.5,3000,49.0,2.44
期貨日盤收,20,30,40,10,61,70.5,3260,53.0,2.64
期貨日盤收,20,30,40,15,61,70.5,3260,53.0,2.64
期貨日盤收,20,30,40,30,61,70.5,3260,53.0,2.64
期貨日盤收,20,30,40,60,61,70.5,3260,53.0,2.64
期貨日盤收,20,30,50,5,61,77.0,4750,78.0,3.74
期貨日盤收,20,30,50,10,61,77.0,4990,82.0,3.91
期貨日盤收,20,30,50,15,61,77.0,4660,76.0,3.58
期貨日盤收,20,30,50,30,61,77.0,4660,76.0,3.58
期貨日盤收,20,30,50,60,61,77.0,4660,76.0,3.58
期貨日盤收,20,40,5,5,61,14.8,-1440,-24.0,-2.33
期貨日盤收,20,40,5,10,61,14.8,-1440,-24.0,-2.33
期貨日盤收,20,40,5,15,61,14.8,-1440,-24.0,-2.33
期貨日盤收,20,40,5,30,61,14.8,-1440,-24.0,-2.33
期貨日盤收,20,40,5,60,61,14.8,-1440,-24.0,-2.33
期貨日盤收,20,40,10,5,61,16.4,-3540,-58.0,-4.94
期貨日盤收,20,40,10,10,61,16.4,-3540,-58.0,-4.94
期貨日盤收,20,40,10,15,61,16.4,-3540,-58.0,-4.94
期貨日盤收,20,40,10,30,61,16.4,-3540,-58.0,-4.94
期貨日盤收,20,40,10,60,61,16.4,-3540,-58.0,-4.94
期貨日盤收,20,40,15,5,61,16.4,-6090,-100.0,-7.72
期貨日盤收,20,40,15,10,61,16.4,-6090,-100.0,-7.72
期貨日盤收,20,40,15,15,61,16.4,-6090,-100.0,-7.72
期貨日盤收,20,40,15,30,61,16.4,-6090,-100.0,-7.72
期貨日盤收,20,40,15,60,61,16.4,-6090,-100.0,-7.72
期貨日盤收,20,40,20,5,61,18.0,-8040,-132.0,-9.0
期貨日盤收,20,40,20,10,61,18.0,-8040,-132.0,-9.0
期貨日盤收,20,40,20,15,61,18.0,-8040,-132.0,-9.0
期貨日盤收,20,40,20,30,61,18.0,-8040,-132.0,-9.0
期貨日盤收,20,40,20,60,61,18.0,-8040,-132.0,-9.0
期貨日盤收,20,40,30,5,61,55.7,2600,43.0,1.95
期貨日盤收,20,40,30,10,61,55.7,3060,50.0,2.27
期貨日盤收,20,40,30,15,61,55.7,3060,50.0,2.27
期貨日盤收,20,40,30,30,61,55.7,3060,50.0,2.27
期貨日盤收,20,40,30,60,61,55.7,3060,50.0,2.27
期貨日盤收,20,40,40,5,61,65.6,4830,79.0,3.36
期貨日盤收,20,40,40,10,61,67.2,5960,98.0,4.1
期貨日盤收,20,40,40,15,61,67.2,5960,98.0,4.1
期貨日盤收,20,40,40,30,61,67.2,5960,98.0,4.1
期貨日盤收,20,40,40,60,61,67.2,5960,98.0,4.1
期貨日盤收,20,40,50,5,61,70.5,6330,104.0,4.24
期貨日盤收,20,40,50,10,61,72.1,7410,121.0,4.92
期貨日盤收,20,40,50,15,61,72.1,6660,109.0,4.26
期貨日盤收,20,40,50,30,61,72.1,6660,109.0,4.26
期貨日盤收,20,40,50,60,61,72.1,6660,109.0,4.26
期貨日盤收,20,60,5,5,61,14.8,60,1.0,0.07
期貨日盤收,20,60,5,10,61,13.1,-290,-5.0,-0.34
期貨日盤收,20,60,5,15,61,13.1,-290,-5.0,-0.34
期貨日盤收,20,60,5,30,61,13.1,-290,-5.0,-0.34
期貨日盤收,20,60,5,60,61,13.1,-290,-5.0,-0.34
期貨日盤收,20,60,10,5,61,16.4,-2270,-37.0,-2.44
期貨日盤收,20,60,10,10,61,14.8,-2430,-40.0,-2.63
期貨日盤收,20,60,10,15,61,14.8,-2580,-42.0,-2.79
期貨日盤收,20,60,10,30,61,14.8,-2240,-37.0,-2.33
期貨日盤收,20,60,10,60,61,14.8,-2240,-37.0,-2.33
期貨日盤收,20,60,15,5,61,16.4,-4820,-79.0,-4.83
期貨日盤收,20,60,15,10,61,14.8,-4980,-82.0,-5.02
期貨日盤收,20,60,15,15,61,14.8,-5180,-85.0,-5.22
期貨日盤收,20,60,15,30,61,14.8,-4840,-79.0,-4.7
期貨日盤收,20,60,15,60,61,14.8,-4840,-79.0,-4.7
期貨日盤收,20,60,20,5,61,18.0,-6570,-108.0,-5.88
期貨日盤收,20,60,20,10,61,16.4,-6730,-110.0,-6.06
期貨日盤收,20,60,20,15,61,16.4,-6980,-114.0,-6.29
期貨日盤收,20,60,20,30,61,16.4,-6640,-109.0,-5.79
期貨日盤收,20,60,20,60,61,16.4,-6640,-109.0,-5.79
期貨日盤收,20,60,30,5,61,52.5,5740,94.0,3.46
期貨日盤收,20,60,30,10,61,49.2,5910,97.0,3.51
期貨日盤收,20,60,30,15,61,49.2,5410,89.0,3.17
期貨日盤收,20,60,30,30,61,49.2,5890,97.0,3.41
期貨日盤收,20,60,30,60,61,47.5,5360,88.0,3.08
期貨日盤收,20,60,40,5,61,62.3,8770,144.0,4.91
期貨日盤收,20,60,40,10,61,60.7,10010,164.0,5.49
期貨日盤收,20,60,40,15,61,60.7,9310,153.0,4.99
期貨日盤收,20,60,40,30,61,60.7,9790,160.0,5.2
期貨日盤收,20,60,40,60,61,60.7,9610,158.0,5.1
期貨日盤收,20,60,50,5,61,67.2,10670,175.0,5.73
期貨日盤收,20,60,50,10,61,65.6,11860,194.0,6.27
期貨日盤收,20,60,50,15,61,67.2,11390,187.0,5.87
期貨日盤收,20,60,50,30,61,67.2,11790,193.0,5.92
期貨日盤收,20,60,50,60,61,67.2,11610,190.0,5.82
期貨日盤收,20,80,5,5,61,14.8,780,13.0,0.76
期貨日盤收,20,80,5,10,61,9.8,-390,-6.0,-0.4
期貨日盤收,20,80,5,15,61,9.8,-390,-6.0,-0.4
期貨日盤收,20,80,5,30,61,9.8,-390,-6.0,-0.4
期貨日盤收,20,80,5,60,61,9.8,-390,-6.0,-0.4
期貨日盤收,20,80,10,5,61,16.4,-1550,-25.0,-1.42
期貨日盤收,20,80,10,10,61,11.5,-2630,-43.0,-2.51
期貨日盤收,20,80,10,15,61,11.5,-2780,-46.0,-2.66
期貨日盤收,20,80,10,30,61,11.5,-2390,-39.0,-2.2
期貨日盤收,20,80,10,60,61,11.5,-2240,-37.0,-2.02
期貨日盤收,20,80,15,5,61,16.4,-4100,-67.0,-3.53
期貨日盤收,20,80,15,10,61,11.5,-5280,-87.0,-4.77
期貨日盤收,20,80,15,15,61,11.5,-5480,-90.0,-4.95
期貨日盤收,20,80,15,30,61,11.5,-5090,-83.0,-4.43
期貨日盤收,20,80,15,60,61,11.5,-4940,-81.0,-4.21
期貨日盤收,20,80,20,5,61,18.0,-5650,-93.0,-4.36
期貨日盤收,20,80,20,10,61,13.1,-6930,-114.0,-5.56
期貨日盤收,20,80,20,15,61,13.1,-7180,-118.0,-5.77
期貨日盤收,20,80,20,30,61,13.1,-6790,-111.0,-5.28
期貨日盤收,20,80,20,60,61,13.1,-6640,-109.0,-5.08
期貨日盤收,20,80,30,5,61,52.5,9700,159.0,4.92
期貨日盤收,20,80,30,10,61,45.9,9070,149.0,4.5
期貨日盤收,20,80,30,15,61,45.9,7930,130.0,3.89
期貨日盤收,20,80,30,30,61,45.9,8700,143.0,4.2
期貨日盤收,20,80,30,60,61,42.6,7860,129.0,3.73
期貨日盤收,20,80,40,5,61,62.3,13440,220.0,6.4
期貨日盤收,20,80,40,10,61,57.4,13690,224.0,6.41
期貨日盤收,20,80,40,15,61,60.7,13930,228.0,6.39
期貨日盤收,20,80,40,30,61,59.0,13770,226.0,6.19
期貨日盤收,20,80,40,60,61,55.7,12680,208.0,5.59
期貨日盤收,20,80,50,5,61,67.2,15940,261.0,7.34
期貨日盤收,20,80,50,10,61,62.3,16140,265.0,7.3
期貨日盤收,20,80,50,15,61,67.2,16610,272.0,7.38
期貨日盤收,20,80,50,30,61,65.6,16220,266.0,7.0
期貨日盤收,20,80,50,60,61,62.3,15070,247.0,6.38
期貨日盤收,20,100,5,5,61,14.8,1740,29.0,1.44
期貨日盤收,20,100,5,10,61,9.8,510,8.0,0.44
期貨日盤收,20,100,5,15,61,9.8,810,13.0,0.67
期貨日盤收,20,100,5,30,61,9.8,810,13.0,0.67
期貨日盤收,20,100,5,60,61,9.8,810,13.0,0.67
期貨日盤收,20,100,10,5,61,16.4,-590,-10.0,-0.46
期貨日盤收,20,100,10,10,61,11.5,-1730,-28.0,-1.41
期貨日盤收,20,100,10,15,61,11.5,-1580,-26.0,-1.24
期貨日盤收,20,100,10,30,61,11.5,-1190,-20.0,-0.91
期貨日盤收,20,100,10,60,61,11.5,-840,-14.0,-0.62
期貨日盤收,20,100,15,5,61,16.4,-3140,-51.0,-2.35
期貨日盤收,20,100,15,10,61,11.5,-4380,-72.0,-3.41
期貨日盤收,20,100,15,15,61,11.5,-4280,-70.0,-3.21
期貨日盤收,20,100,15,30,61,11.5,-3890,-64.0,-2.84
期貨日盤收,20,100,15,60,61,11.5,-3540,-58.0,-2.49
期貨日盤收,20,100,20,5,61,18.0,-4490,-74.0,-3.01
期貨日盤收,20,100,20,10,61,13.1,-5830,-96.0,-4.04
期貨日盤收,20,100,20,15,61,13.1,-5780,-95.0,-3.88
期貨日盤收,20,100,20,30,61,13.1,-5390,-88.0,-3.54
期貨日盤收,20,100,20,60,61,13.1,-5040,-83.0,-3.21
期貨日盤收,20,100,30,5,61,50.8,12070,198.0,5.33
期貨日盤收,20,100,30,10,61,44.3,11190,183.0,4.85
期貨日盤收,20,100,30,15,61,44.3,10500,172.0,4.49
期貨日盤收,20,100,30,30,61,44.3,12080,198.0,5.02
期貨日盤收,20,100,30,60,61,39.3,10460,171.0,4.25
期貨日盤收,20,100,40,5,61,60.7,15980,262.0,6.68
期貨日盤收,20,100,40,10,61,55.7,15760,258.0,6.49
期貨日盤收,20,100,40,15,61,59.0,16920,277.0,6.83
期貨日盤收,20,100,40,30,61,57.4,17880,293.0,6.96
期貨日盤收,20,100,40,60,61,52.5,16280,267.0,6.12
期貨日盤收,20,100,50,5,61,65.6,18380,301.0,7.48
期貨日盤收,20,100,50,10,61,60.7,18200,298.0,7.27
期貨日盤收,20,100,50,15,61,65.6,19790,324.0,7.75
期貨日盤收,20,100,50,30,61,63.9,20830,341.0,7.8
期貨日盤收,20,100,50,60,61,59.0,19070,313.0,6.88
